Segmentasi,Status,New/ Existing,Product,offer status,B/W (Mbps),OTC,MRC,GRAND TOTAL,Cluster
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.02727272727272727,0.15294117647058822,0.1432865731462926,0
EDUCATION,in Building,NEW,INFYLINK MIX,LOST ,0.005,0.05454545454545454,0.06470588235294117,0.08316633266533066,4
ISP & ICT,Greenfield,NEW,SMARTLINK,LOST ,0.005,0.05454545454545454,0.015294117647058823,0.041082164328657314,0
ISP & ICT,Greenfield,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.029411764705882353,0.04308617234468937,0
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,LOST ,0.01,0.05454545454545454,0.11764705882352941,0.1282565130260521,1
MANUFAKTUR,in Building,NEW,INFYLINK MIX,PROPOSAL,0.01,0.05454545454545454,0.11764705882352941,0.1282565130260521,1
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,NEGOTIATION,0.005,0.05454545454545454,0.023529411764705882,0.04809619238476954,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.02727272727272727,0.015294117647058823,0.026052104208416835,5
HEALTH FACILITY,Greenfield,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.027058823529411764,0.041082164328657314,0
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,NEGOTIATION,0.01,0.05454545454545454,0.07058823529411765,0.08817635270541081,1
HOREKA JKT,Greenfield,NEW,SMARTLINK,DISSENGGAGED,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,5
ISP & ICT,in Building,NEW,DATA CENTER,NEGOTIATION,0.01,0.05454545454545454,0.06470588235294117,0.08316633266533066,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.01,0.03090909090909091,0.015294117647058823,0.028056112224448898,0
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,LOST ,0.005,0.05454545454545454,0.06470588235294117,0.08316633266533066,4
MANUFAKTUR,Greenfield,NEW,INFYLINK MIX,LOST ,0.01,0.05454545454545454,0.10588235294117647,0.11823647294589178,1
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,LOST ,0.005,0.05454545454545454,0.06470588235294117,0.08316633266533066,4
HEALTH FACILITY,in Building,NEW,INFYLINK MIX,LOST ,0.02,0.05454545454545454,0.14705882352941177,0.1533066132264529,3
MANUFAKTUR,in Building,NEW,INFINYLINK,PROPOSAL,0.005,0.05454545454545454,0.058823529411764705,0.0781563126252505,2
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,DISSENGGAGED,0.01,0.05454545454545454,0.027058823529411764,0.05110220440881763,1
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,DISSENGGAGED,0.005,0.05454545454545454,0.06470588235294117,0.08316633266533066,1
FINANCIAL & BANKING,Greenfield,NEW,INFYLINK MIX,LOST ,0.01,0.05454545454545454,0.07058823529411765,0.08817635270541081,4
ISP & ICT,Greenfield,NEW,SMARTLINK,ACTIVE,0.01,0.03636363636363636,0.023529411764705882,0.038076152304609215,5
ISP & ICT,Greenfield,NEW,INFINYLINK,LOST ,0.025,0.05454545454545454,0.045294117647058825,0.06663326653306613,4
FINANCIAL & BANKING,Greenfield,NEW,INFYLINK MIX,LOST ,0.01,0.02727272727272727,0.015294117647058823,0.026052104208416835,4
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.01,0.02727272727272727,0.015294117647058823,0.026052104208416835,5
ISP & ICT,in Building,NEW,SMARTLINK,ACTIVE,0.025,0.045454545454545456,0.17176470588235293,0.16933867735470942,5
OTHERS,in Building,NEW,SMARTLINK,DISSENGGAGED,0.025,0.03636363636363636,0.052941176470588235,0.06312625250501001,0
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,DISSENGGAGED,0.01,0.05454545454545454,0.10588235294117647,0.11823647294589178,1
OTHERS,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
OTHERS,in Building,NEW,SMARTLINK,LOST ,0.0025,0.05454545454545454,0.011764705882352941,0.038076152304609215,0
OTHERS,in Building,NEW,SMARTLINK,LOST ,0.01,0.045454545454545456,0.011764705882352941,0.033066132264529056,0
OTHERS,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
ISP & ICT,in Building,NEW,LOCAL LOOP,NEGOTIATION,0.01,0.03636363636363636,0.08235294117647059,0.08817635270541081,5
EDUCATION,Greenfield,NEW,INFYLINK MIX,NEGOTIATION,0.01,0.07272727272727272,0.09411764705882353,0.11823647294589178,1
OTHERS,in Building,NEW,INFYLINK MIX,LOST ,0.005,0.07272727272727272,0.08235294117647059,0.10821643286573146,3
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.05454545454545454,0.023529411764705882,0.04809619238476954,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.03294117647058823,0.04609218436873747,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.1,0.05454545454545454,0.17058823529411765,0.17334669338677355,5
OTHERS,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.07272727272727272,0.018823529411764704,0.05410821643286573,5
OTHERS,in Building,EXISTING,INFYLINK MIX,NEGOTIATION,0.003,0.0,0.011764705882352941,0.008016032064128256,3
OTHERS,in Building,EXISTING,INFYLINK MIX,ACTIVE,0.003,0.0,0.041176470588235294,0.033066132264529056,5
OTHERS,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.029411764705882353,0.04308617234468937,5
OTHERS,in Building,NEW,INFYLINK MIX,PO WON,0.01,0.03636363636363636,0.07058823529411765,0.0781563126252505,3
OTHERS,in Building,NEW,SMARTLINK,PO WON,0.01,0.03636363636363636,0.023529411764705882,0.038076152304609215,5
HEALTH FACILITY,Greenfield,NEW,SMARTLINK,DISSENGGAGED,0.005,0.05454545454545454,0.01764705882352941,0.04308617234468937,0
OTHERS,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
HEALTH FACILITY,in Building,NEW,INFYLINK MIX,DISSENGGAGED,0.001,0.05454545454545454,0.07647058823529411,0.09318637274549098,3
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,DISSENGGAGED,0.002,0.05454545454545454,0.047058823529411764,0.06813627254509018,1
HEALTH FACILITY,in Building,NEW,INFYLINK MIX,LOST ,0.01,0.045454545454545456,0.08235294117647059,0.09318637274549098,0
RETAIL CONSUMER GOODS,in Building,NEW,INFYLINK MIX,Negotiation,0.01,0.09090909090909091,0.10588235294117647,0.13827655310621242,3
HEALTH FACILITY,in Building,NEW,SMARTLINK,NEGOTIATION,0.0025,0.02727272727272727,0.011764705882352941,0.02304609218436874,5
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.007500000000000001,0.02727272727272727,0.029411764705882353,0.038076152304609215,0
OTHERS,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.01764705882352941,0.033066132264529056,5
EDUCATION,in Building,NEW,SMARTLINK,DISSENGGAGED,0.0025,0.02727272727272727,0.011764705882352941,0.02304609218436874,5
OTHERS,in Building,NEW,SMARTLINK,ACTIVE,0.005,0.03636363636363636,0.007058823529411764,0.02404809619238477,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,DISSENGGAGED,0.0025,0.00909090909090909,0.0058823529411764705,0.008016032064128256,5
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.06363636363636363,0.023529411764705882,0.0531062124248497,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.0025,0.02727272727272727,0.011764705882352941,0.02304609218436874,0
OTHERS,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.03294117647058823,0.04609218436873747,0
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,LOST ,0.001,0.09090909090909091,0.11764705882352941,0.14829659318637273,1
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.06470588235294117,0.07314629258517033,0
HOREKA JKT,in Building,NEW,INFYLINK MIX,DISSENGGAGED,0.005,0.07272727272727272,0.052941176470588235,0.08316633266533066,3
HOREKA JKT,Greenfield,NEW,INFYLINK MIX,DISSENGGAGED,0.005,0.07272727272727272,0.052941176470588235,0.08316633266533066,1
MANUFAKTUR,in Building,NEW,INFYLINK MIX,DISSENGGAGED,0.005,0.07272727272727272,0.052941176470588235,0.08316633266533066,0
OTHERS,in Building,NEW,INFINYLINK,PROPOSAL,0.005,0.045454545454545456,0.05647058823529411,0.07114228456913828,2
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,LOST ,0.005,0.05454545454545454,0.07058823529411765,0.08817635270541081,4
FINANCIAL & BANKING,Greenfield,NEW,INFYLINK MIX,DISSENGGAGED,0.01,0.09090909090909091,0.08235294117647059,0.11823647294589178,1
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.008235294117647058,0.025050100200400802,0
RETAIL CONSUMER GOODS,in Building,NEW,INFYLINK MIX,LOST ,0.01,0.05454545454545454,0.09411764705882353,0.10821643286573146,3
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.01,0.045454545454545456,0.08588235294117647,0.09619238476953908,4
MANUFAKTUR,in Building,NEW,INFINYLINK,LOST ,0.001,0.07272727272727272,0.07647058823529411,0.1032064128256513,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,ACTIVE,0.007500000000000001,0.03636363636363636,0.01,0.026553106212424852,5
OTHERS,in Building,NEW,INFYLINK MIX,LOST ,0.008,0.06363636363636363,0.09999999999999999,0.11823647294589178,3
OTHERS,in Building,NEW,INFYLINK MIX,LOST ,0.006,0.05454545454545454,0.08235294117647059,0.09819639278557114,0
OTHERS,in Building,NEW,SMARTLINK,LOST ,0.005,0.03090909090909091,0.010588235294117647,0.02404809619238477,0
MANUFAKTUR,in Building,NEW,INFYLINK MIX,LOST ,0.003,0.0,0.03176470588235294,0.025050100200400802,0
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,NEGOTIATION,0.005,0.05454545454545454,0.05058823529411764,0.07114228456913828,2
OTHERS,in Building,NEW,INFYLINK MIX,PROPOSAL,0.04,0.05454545454545454,0.18235294117647058,0.18336673346693386,3
FINANCIAL & BANKING,in Building,EXISTING,SMARTLINK,ACTIVE,0.007500000000000001,0.03636363636363636,0.01,0.026553106212424852,5
MANUFAKTUR,Greenfield,NEW,SMARTLINK,PROPOSAL,0.005,0.05454545454545454,0.027058823529411764,0.05110220440881763,0
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
OTHERS,Greenfield,NEW,INFYLINK MIX,NEGOTIATION,0.01,0.06363636363636363,0.08823529411764705,0.10821643286573146,1
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,NEGOTIATION,0.003,0.045454545454545456,0.03529411764705882,0.0531062124248497,3
OTHERS,Greenfield,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.018823529411764704,0.03406813627254509,0
OTHERS,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
ISP & ICT,Greenfield,EXISTING,INFYLINK MIX,NEGOTIATION,0.005,0.05454545454545454,0.07058823529411765,0.08817635270541081,1
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
EDUCATION,Greenfield,NEW,INFYLINK MIX,NEGOTIATION,0.005,0.05454545454545454,0.058823529411764705,0.0781563126252505,1
EDUCATION,Greenfield,NEW,INFYLINK MIX,DISSENGGAGED,0.005,0.05454545454545454,0.058823529411764705,0.0781563126252505,1
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,LOST ,0.005,0.05454545454545454,0.058823529411764705,0.0781563126252505,4
EDUCATION,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.023529411764705882,0.038076152304609215,0
OTHERS,in Building,NEW,SMARTLINK,PO WON,0.01,0.02727272727272727,0.01764705882352941,0.028056112224448898,5
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
ISP & ICT,in Building,NEW,INFYLINK MIX,PO WON,0.001,0.03636363636363636,0.018823529411764704,0.03406813627254509,5
EDUCATION,in Building,NEW,INFYLINK MIX,NEGOTIATION,0.01,0.07272727272727272,0.10588235294117647,0.1282565130260521,3
RETAIL CONSUMER GOODS,in Building,NEW,INFYLINK MIX,PROPOSAL,0.001,0.07272727272727272,0.03529411764705882,0.06813627254509018,3
MANUFAKTUR,in Building,NEW,INFYLINK MIX,PROPOSAL,0.001,0.07272727272727272,0.03529411764705882,0.06813627254509018,2
HOREKA JKT,Greenfield,NEW,Domain,ACTIVE,0.0,0.02727272727272727,0.013670588235294117,0.02466933867735471,4
ISP & ICT,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
MANUFAKTUR,Greenfield,NEW,SMARTLINK,PROPOSAL,0.01,0.05454545454545454,0.018823529411764704,0.044088176352705406,0
OTHERS,in Building,NEW,SMARTLINK,ACTIVE,0.01,0.07636363636363637,0.013117647058823529,0.05125250501002004,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.018823529411764704,0.03406813627254509,5
OTHERS,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
ISP & ICT,in Building,NEW,INFINYLINK,LOST ,0.005,0.045454545454545456,0.05647058823529411,0.07114228456913828,2
ISP & ICT,in Building,NEW,INFYLINK MIX,LOST ,0.005,0.07272727272727272,0.08235294117647059,0.10821643286573146,3
ISP & ICT,in Building,NEW,LOCAL LOOP,LOST ,0.0004,0.05454545454545454,0.02,0.04509018036072144,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
HEALTH FACILITY,in Building,NEW,INFYLINK MIX,NEGOTIATION,0.001,0.05454545454545454,0.02408235294117647,0.04856713426853707,3
FINANCIAL & BANKING,in Building,EXISTING,INFYLINK MIX,ACTIVE,0.05,0.0,0.3176470588235294,0.2685370741482966,3
EDUCATION,in Building,NEW,INFYLINK MIX,LOST ,0.002,0.05454545454545454,0.041176470588235294,0.06312625250501001,0
EDUCATION,in Building,NEW,INFINYLINK,ACTIVE,0.005,0.045454545454545456,0.052941176470588235,0.06813627254509018,2
ISP & ICT,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
MANUFAKTUR,in Building,NEW,INFYLINK MIX,NEGOTIATION,0.005,0.05454545454545454,0.052941176470588235,0.07314629258517033,3
ISP & ICT,in Building,NEW,INFYLINK MIX,DISSENGGAGED,0.005,0.05454545454545454,0.058823529411764705,0.0781563126252505,5
HEALTH FACILITY,Greenfield,NEW,SMARTLINK,NEGOTIATION,0.005,0.03636363636363636,0.010588235294117647,0.027054108216432865,5
HEALTH FACILITY,Greenfield,NEW,INFYLINK MIX,PROPOSAL,0.005,0.05454545454545454,0.07058823529411765,0.08817635270541081,1
MANUFAKTUR,in Building,NEW,INFINYLINK,ACTIVE,0.005,0.03636363636363636,0.07647058823529411,0.08316633266533066,2
OTHERS,in Building,NEW,SMARTLINK,NEGOTIATION,0.0025,0.02727272727272727,0.007647058823529411,0.019539078156312627,5
OTOMOTIF,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,ACTIVE,0.1,0.06363636363636363,0.09999999999999999,0.11823647294589178,2
EDUCATION,Greenfield,NEW,SMARTLINK,PROPOSAL,0.01,0.05454545454545454,0.029411764705882353,0.0531062124248497,1
ISP & ICT,in Building,EXISTING,SMARTLINK,ACTIVE,0.0002,0.03636363636363636,0.0027058823529411765,0.020340681362725453,5
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.05454545454545454,0.023529411764705882,0.04809619238476954,5
HOREKA JKT,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.05454545454545454,0.023529411764705882,0.04809619238476954,5
HOREKA JKT,in Building,NEW,INFYLINK MIX,PROPOSAL,0.005,0.05454545454545454,0.047058823529411764,0.06813627254509018,2
ISP & ICT,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.03636363636363636,0.03294117647058823,0.04609218436873747,5
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,LOST ,0.025,0.03636363636363636,0.041176470588235294,0.0531062124248497,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,DISSENGGAGED,0.01,0.03636363636363636,0.01764705882352941,0.033066132264529056,5
OTHERS,in Building,NEW,INFINYLINK,NEGOTIATION,0.002,0.08181818181818182,0.04,0.07715430861723446,2
MANUFAKTUR,Greenfield,NEW,SMARTLINK,PROPOSAL,0.005,0.05454545454545454,0.07647058823529411,0.09318637274549098,1
MANUFAKTUR,Greenfield,NEW,SMARTLINK,PROPOSAL,0.005,0.05454545454545454,0.07647058823529411,0.09318637274549098,1
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
MANUFAKTUR,in Building,NEW,INFYLINK MIX,NEGOTIATION,0.003,0.01818181818181818,0.041176470588235294,0.04308617234468937,3
FINANCIAL & BANKING,in Building,NEW,INFYLINK MIX,LOST ,0.01,0.09090909090909091,0.08,0.11623246492985971,2
MANUFAKTUR,in Building,NEW,INFYLINK MIX,PROPOSAL,0.005,0.07272727272727272,0.06470588235294117,0.09318637274549098,2
ISP & ICT,in Building,NEW,INFYLINK MIX,PROPOSAL,0.002,0.07272727272727272,0.041176470588235294,0.07314629258517033,5
MANUFAKTUR,in Building,NEW,INFYLINK MIX,PROPOSAL,0.002,0.09090909090909091,0.03529411764705882,0.0781563126252505,2
ISP & ICT,in Building,NEW,LOCAL LOOP,NEGOTIATION,0.01,0.05454545454545454,0.07647058823529411,0.09318637274549098,5
ISP & ICT,in Building,NEW,LOCAL LOOP,ACTIVE,0.01,0.05454545454545454,0.07058823529411765,0.08817635270541081,5
HEALTH FACILITY,Greenfield,NEW,SMARTLINK,PROPOSAL,0.01,0.05454545454545454,0.027058823529411764,0.05110220440881763,5
OTOMOTIF,in Building,NEW,INFINYLINK,PROPOSAL,0.002,0.05454545454545454,0.0976470588235294,0.11122244488977956,2
HEALTH FACILITY,in Building,NEW,INFINYLINK,ACTIVE,0.01,0.06363636363636363,0.24411764705882352,0.2409819639278557,3
EDUCATION,in Building,NEW,INFINYLINK,PROPOSAL,0.002,0.05454545454545454,0.0976470588235294,0.11122244488977956,2
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.03294117647058823,0.04609218436873747,0
HEALTH FACILITY,in Building,NEW,INFINYLINK,PROPOSAL,0.005,0.05454545454545454,0.07647058823529411,0.09318637274549098,2
OTHERS,in Building,NEW,INFYLINK MIX,PROPOSAL,0.005,0.02727272727272727,0.03529411764705882,0.04308617234468937,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.03636363636363636,0.016470588235294115,0.03206412825651302,5
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.03636363636363636,0.016470588235294115,0.03206412825651302,5
OTOMOTIF,Greenfield,NEW,INFINYLINK,PROPOSAL,0.005,0.05454545454545454,0.07647058823529411,0.09318637274549098,4
MANUFAKTUR,in Building,NEW,SMARTLINK,ACTIVE,0.005,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,LOST ,0.005,0.09090909090909091,0.015294117647058823,0.06112224448897795,0
EDUCATION,Greenfield,NEW,SMARTLINK,NEGOTIATION,0.01,0.045454545454545456,0.029411764705882353,0.04809619238476954,4
EDUCATION,in Building,NEW,INFINYLINK,DISSENGGAGED,0.002,0.045454545454545456,0.0976470588235294,0.1062124248496994,4
ISP & ICT,in Building,NEW,INFINYLINK,PROPOSAL,0.002,0.06363636363636363,0.03764705882352941,0.06513026052104208,2
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,NEGOTIATION,0.005,0.03636363636363636,0.01764705882352941,0.033066132264529056,5
HEALTH FACILITY,in Building,NEW,SMARTLINK,ACTIVE,0.005,0.03636363636363636,0.01941176470588235,0.034569138276553106,5
HEALTH FACILITY,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.03636363636363636,0.03294117647058823,0.04609218436873747,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.029411764705882353,0.04308617234468937,5
MANUFAKTUR,in Building,NEW,INFYLINK MIX,NEGOTIATION,0.005,0.045454545454545456,0.052941176470588235,0.06813627254509018,3
ISP & ICT,in Building,NEW,INFINYLINK,NEGOTIATION,0.0016,1.0,0.0,0.5490981963927856,3
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.005,0.09090909090909091,0.09411764705882353,0.1282565130260521,4
EDUCATION,Greenfield,NEW,SMARTLINK,DISSENGGAGED,0.01,0.05454545454545454,0.058823529411764705,0.0781563126252505,4
HOREKA JKT,in Building,NEW,SMARTLINK,ACTIVE,0.001,0.0,0.0058823529411764705,0.003006012024048096,5
HOREKA JKT,in Building,NEW,SMARTLINK,LOST ,0.01,0.045454545454545456,0.011764705882352941,0.033066132264529056,0
MANUFAKTUR,in Building,NEW,INFINYLINK,ACTIVE,0.01,0.0,0.041176470588235294,0.033066132264529056,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,ACTIVE,0.01,0.0,0.01764705882352941,0.013026052104208416,5
HOREKA JKT,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.015294117647058823,0.031062124248496994,0
ISP & ICT,in Building,NEW,INFINYLINK,NEGOTIATION,0.01,0.05454545454545454,0.15294117647058822,0.15831663326653306,3
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,PROPOSAL,0.005,0.09090909090909091,0.07058823529411765,0.10821643286573146,2
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,LOST ,0.01,0.01818181818181818,0.08235294117647059,0.0781563126252505,4
MANUFAKTUR,in Building,NEW,LOCAL LOOP,NEGOTIATION,0.005,0.05454545454545454,0.047058823529411764,0.06813627254509018,0
EDUCATION,in Building,NEW,SMARTLINK,PO WON,0.05,0.03636363636363636,0.042352941176470586,0.05410821643286573,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.03636363636363636,0.007058823529411764,0.02404809619238477,5
MANUFAKTUR,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,0
HEALTH FACILITY,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
OTOMOTIF,in Building,NEW,INFYLINK MIX,PO WON,0.005,0.05454545454545454,0.047058823529411764,0.06813627254509018,3
HEALTH FACILITY,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.03636363636363636,0.007058823529411764,0.02404809619238477,5
HEALTH FACILITY,in Building,NEW,INFINYLINK,PROPOSAL,0.002,0.03636363636363636,0.0976470588235294,0.10120240480961923,2
HEALTH FACILITY,in Building,NEW,SMARTLINK,PROPOSAL,0.005,0.045454545454545456,0.15294117647058822,0.1533066132264529,5
OTOMOTIF,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.23529411764705882,0.218436873747495,3
FINANCIAL & BANKING,Greenfield,NEW,INFINYLINK,NEGOTIATION,0.005,0.07272727272727272,0.08823529411764705,0.11322645290581163,4
EDUCATION,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.02727272727272727,0.011764705882352941,0.02304609218436874,5
HEALTH FACILITY,Greenfield,NEW,SMARTLINK,PROPOSAL,0.01,0.05454545454545454,0.01764705882352941,0.04308617234468937,5
HOREKA JKT,in Building,NEW,SMARTLINK,LOST ,0.005,0.03636363636363636,0.007058823529411764,0.02404809619238477,0
ISP & ICT,in Building,NEW,INFINYLINK,PROPOSAL,0.005,0.03636363636363636,0.07647058823529411,0.08316633266533066,2
ISP & ICT,in Building,NEW,SMARTLINK,PO WON,0.01,0.09090909090909091,0.016470588235294115,0.06212424849699398,5
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,PROPOSAL,0.005,0.05454545454545454,0.07647058823529411,0.09318637274549098,2
HEALTH FACILITY,in Building,NEW,INFINYLINK,LOST ,0.002,0.05454545454545454,0.0976470588235294,0.11122244488977956,4
MANUFAKTUR,in Building,NEW,INFYLINK MIX,NEGOTIATION,0.01,0.03636363636363636,0.07647058823529411,0.08316633266533066,3
HEALTH FACILITY,in Building,NEW,SMARTLINK,PROPOSAL,0.0025,0.02727272727272727,0.010588235294117647,0.022044088176352707,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.02727272727272727,0.029411764705882353,0.038076152304609215,5
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PO WON,0.01,0.045454545454545456,0.011764705882352941,0.033066132264529056,5
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,ACTIVE,0.005,0.02727272727272727,0.010588235294117647,0.022044088176352707,5
FINANCIAL & BANKING,in Building,NEW,INFINYLINK,LOST ,0.005,0.06363636363636363,0.047058823529411764,0.07314629258517033,2
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.05454545454545454,0.015294117647058823,0.041082164328657314,0
EDUCATION,Greenfield,NEW,INFINYLINK,LOST ,0.002,0.09090909090909091,0.058823529411764705,0.09819639278557114,4
EDUCATION,Greenfield,NEW,INFYLINK MIX,NEGOTIATION,0.01,0.07272727272727272,0.08235294117647059,0.10821643286573146,1
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.03294117647058823,0.04609218436873747,0
MANUFAKTUR,in Building,NEW,SMARTLINK,NEGOTIATION,0.01,0.03636363636363636,0.03294117647058823,0.04609218436873747,0
HOREKA JKT,in Building,NEW,SMARTLINK,PO WON,0.005,0.03636363636363636,0.007058823529411764,0.02404809619238477,5
FINANCIAL & BANKING,Greenfield,NEW,INFINYLINK,PO WON,0.005,0.05454545454545454,0.04941176470588235,0.07014028056112225,2
